"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"2/10/1979","35","1.09280002117157","1799","23.698","10.228","0","2.29411422482074","0.633637310776209","24.51465288",
"2/11/1979","35","1.09280002117157","1799","23.828","12.896","0.4154204592","1.90572173749818","0.561137017376764","19.3871304",
"2/12/1979","35","1.09280002117157","1799","22.772","12.272","3.208349592","2.21532980666617","0.694285865929252","21.9371076",
"2/13/1979","35","1.09280002117157","1799","23.926","13.882","2.4238584","2.19113884981589","0.62484947832687","29.4048036",
"2/14/1979","35","1.09280002117157","1799","23.939","12.62","0","2.29516011745089","0.542688856956131","29.33943984",
"2/15/1979","35","1.09280002117157","1799","24.287","12.717","0","1.67451672302895","0.54351187770215","19.31073768",
"2/16/1979","35","1.09280002117157","1799","22.817","12.896","0.041198688","1.67243012838089","0.61706627816732","16.91049024",
"2/17/1979","35","1.09280002117157","1799","25.15","11.508","0.032615676","1.78956524892094","0.591499373309791","23.58309384",
"2/18/1979","35","1.09280002117157","1799","24.408","14.025","8.7341265576","1.37274983629395","0.686491229316713","17.78540598",
"2/19/1979","35","1.09280002117157","1799","23.532","11.08","0.983619","2.2192182596528","0.652048736077707","19.7399286",
"2/20/1979","35","1.09280002117157","1799","24.692","11.781","5.61418164","1.93358657690186","0.720226108740361","18.06547572",
"2/21/1979","35","1.09280002117157","1799","21.93","13.993","5.247689076","1.02387644822811","0.762267574704575","9.077742936",
"2/22/1979","35","1.09280002117157","1799","24.38","10.14","0.097846992","1.62968389160606","0.663318464859028","25.0290054",
"2/23/1979","35","1.09280002117157","1799","25.236","9.45400000000001","0","2.1198251647178","0.624887022219658","29.8789308",
"2/24/1979","35","1.09280002117157","1799","24.631","10.453","0","2.37058854322667","0.567406512325795","26.34350724",
"2/25/1979","35","1.09280002117157","1799","24.07","12.645","0","2.59795745361977","0.546214762867135","25.73015976",
"2/26/1979","35","1.09280002117157","1799","24.315","10.028","0","3.5164171554471","0.553511622189272","30.76441416",
"2/27/1979","35","1.09280002117157","1799","24.165","10.083","0","3.5044809350303","0.558263727039223","30.99262608",
"2/28/1979","35","1.09280002117157","1799","22.3","9.45999999999998","0","4.34197979235276","0.589184948575698","30.99110544",
"3/1/1979","35","1.09280002117157","1799","23.351","8.14499999999998","0","3.59807698660724","0.525721096889558","31.93019748",
"3/2/1979","35","1.09280002117157","1799","24.095","8.536","0","3.69997718836705","0.454585138057156","31.92513372",
"3/3/1979","35","1.09280002117157","1799","24.521","7.66699999999997","0","3.47829092859387","0.41866393397207","31.78805328",
"3/4/1979","35","1.09280002117157","1799","25.886","7.89499999999998","0","2.63106592320575","0.412233361074218","31.132188",
"3/5/1979","35","1.09280002117157","1799","25.348","8.69600000000003","0","2.62361837034187","0.412750908106653","30.6054",
"3/6/1979","35","1.09280002117157","1799","24.945","8.44499999999999","0","3.2074044474218","0.401419679808578","31.52373732",
"3/7/1979","35","1.09280002117157","1799","25.125","9.25700000000001","0","3.407566931003","0.479958000491214","29.92421556",
"3/8/1979","35","1.09280002117157","1799","25.55","8.392","0","2.98956629034778","0.493193116913053","31.38159744",
"3/9/1979","35","1.09280002117157","1799","25.198","8.70600000000002","0","1.93942154110234","0.506924198718879","18.83857104",
"3/10/1979","35","1.09280002117157","1799","24.806","9.82400000000001","0","2.21601981756139","0.46976515261861","20.21506884",
"3/11/1979","35","1.09280002117157","1799","24.226","10.076","0","2.53196013059473","0.586597798090773","18.67004784",
"3/12/1979","35","1.09280002117157","1799","25.508","10.713","0.123596316","3.28176043541344","0.618566947243508","21.80862684",
"3/13/1979","35","1.09280002117157","1799","24.625","10.964","0","3.49994860223864","0.612373842363104","22.25722896",
"3/14/1979","35","1.09280002117157","1799","25.866","11.005","0.0034332264","2.94920208790818","0.583087923564656","29.50363197",
"3/15/1979","35","1.09280002117157","1799","25.9","11.976","0.223159896","2.70278279535667","0.54016316946655","26.47225809",
"3/16/1979","35","1.09280002117157","1799","23.742","10.55","0.6214139784","2.36026472330084","0.617846550576908","18.63443988",
"3/17/1979","35","1.09280002117157","1799","23.126","12.237","9.393307596","2.41339352270053","0.763302735256252","18.46709964",
"3/18/1979","35","1.09280002117157","1799","19.787","12.555","6.7291230024","2.08969082919215","0.788296558438403","12.36420189",
"3/19/1979","35","1.09280002117157","1799","19.87","12.855","18.08281152","1.68240724926929","0.807022226913274","11.26800459",
"3/20/1979","35","1.09280002117157","1799","19.522","13.156","19.584843984","1.98788820402843","0.840855627563107","16.754905728",
"3/21/1979","35","1.09280002117157","1799","23.831","11.764","0.0823974984","2.27850039506149","0.657701638540463","27.18579105",
"3/22/1979","35","1.09280002117157","1799","24.044","11.141","0.0240326064","2.91884503348583","0.532143781571712","31.40875512",
"3/23/1979","35","1.09280002117157","1799","24.675","9.488","0","2.7273213643596","0.524515346213146","31.6251027",
"3/24/1979","35","1.09280002117157","1799","24.628","10.405","0","2.75393694160912","0.571243292054859","29.62204272",
"3/25/1979","35","1.09280002117157","1799","24.258","10.364","0","3.36848730879208","0.563932844731891","30.98390517",
"3/26/1979","35","1.09280002117157","1799","24.675","9.60700000000003","0","2.8999974275945","0.557457732631585","31.55017041",
"3/27/1979","35","1.09280002117157","1799","25.216","9.17200000000003","0","2.38452638222779","0.563673316221092","30.66952482",
"3/28/1979","35","1.09280002117157","1799","24.003","10.132","0","2.37513556483892","0.595738478960881","19.68024141",
"3/29/1979","35","1.09280002117157","1799","25.427","9.98500000000001","0","2.66388955178462","0.576386312720755","30.57418206",
"3/30/1979","35","1.09280002117157","1799","25.589","11.107","0","2.31123388220245","0.619625464025202","29.6963442",
"3/31/1979","35","1.09280002117157","1799","23.11","11.98","9.3418083144","2.1149878988859","0.685385454578945","24.18777666",
"4/1/1979","35","1.09280002117157","1799","22.293","11.441","10.907361432","2.51319276191856","0.78316247426353","25.83337482",
"4/2/1979","35","1.09280002117157","1799","24.039","10.676","0.0343323","1.9589311053762","0.705985747146446","25.88911686",
"4/3/1979","35","1.09280002117157","1799","24.212","9.21600000000001","0","2.01766439400429","0.625933967365588","22.65423885",
"4/4/1979","35","1.09280002117157","1799","22.585","11.066","0.3467560464","2.37450865649592","0.642808056226567","17.59455306",
"4/5/1979","35","1.09280002117157","1799","23.849","12.377","7.947918396","2.62694898736186","0.827411867242705","18.28401183",
"4/6/1979","35","1.09280002117157","1799","19.262","11.276","10.83869838","1.79046620387415","0.850512036335268","14.7843045",
"4/7/1979","35","1.09280002117157","1799","21.928","12.058","6.76689318","2.18523827623194","0.73356735335989","25.50875886",
"4/8/1979","35","1.09280002117157","1799","24.133","11.335","5.709462372","1.56170448289537","0.739031562955837","27.26645094",
"4/9/1979","35","1.09280002117157","1799","20.187","14.009","15.22293156","1.43836269633826","0.814568584389083","15.69920661",
"4/10/1979","35","1.09280002117157","1799","17.793","12.46","8.2843753464","0.996453581085767","0.908359647336183","7.73769537",
"4/11/1979","35","1.09280002117157","1799","19.554","13.342","14.567192028","1.52631238581577","0.899857322403872","14.00433462",
"4/12/1979","35","1.09280002117157","1799","19.104","12.856","22.8876176304","1.42526614183507","0.917156830050077","13.854938868",
"4/13/1979","35","1.09280002117157","1799","18.282","13.379","26.68990752","1.76359565654876","0.917088594978414","12.77966664",
"4/14/1979","35","1.09280002117157","1799","18.719","13.32","14.3611911","2.04947279986724","0.894547753500713","16.74455814",
"4/15/1979","35","1.09280002117157","1799","22.468","11.543","0.27465804","2.52327180158207","0.752044315066802","27.08392185",
"4/16/1979","35","1.09280002117157","1799","23.536","11.113","0","2.94526193387976","0.700868293525411","30.12418107",
"4/17/1979","35","1.09280002117157","1799","22.996","9.38900000000001","0","2.74032237883288","0.611263747998601","31.02002136",
"4/18/1979","35","1.09280002117157","1799","23.394","7.88799999999998","0","2.47068659596652","0.543402890639385","31.02276996",
"4/19/1979","35","1.09280002117157","1799","21.18","10.818","0.4806520488","2.83212960692207","0.753036827611808","19.24919856",
"4/20/1979","35","1.09280002117157","1799","22.681","10.173","0.40512096","3.16664994989446","0.637854624547946","30.33523476",
"4/21/1979","35","1.09280002117157","1799","23.011","8.98399999999998","0","2.9991844227305","0.595990118452047","30.568497552",
"4/22/1979","35","1.09280002117157","1799","23.756","8.64100000000002","0","2.01518210514255","0.625644212738812","28.209480192",
"4/23/1979","35","1.09280002117157","1799","23.362","7.94400000000002","0.0102996792","2.0766823680582","0.672753107319189","28.965381192",
"4/24/1979","35","1.09280002117157","1799","23.361","8.243","0","2.74959395364212","0.657807512876246","29.234082168",
"4/25/1979","35","1.09280002117157","1799","21.695","8.91199999999998","3.33709596","2.30351481031222","0.716107774365036","21.09397428",
"4/26/1979","35","1.09280002117157","1799","20.577","10.645","10.4129802","2.44177288817908","0.842136076528781","19.549132632",
"4/27/1979","35","1.09280002117157","1799","22.543","10.733","0.144195444","2.98636538485963","0.743605502100539","23.526061272",
"4/28/1979","35","1.09280002117157","1799","22.332","10.57","1.66854906","2.6534087502476","0.737672178371648","28.2736197",
"4/29/1979","35","1.09280002117157","1799","21.162","11.991","7.815745692","2.73747090975941","0.794859215533252","21.32105544",
"4/30/1979","35","1.09280002117157","1799","21.85","10.738","4.432296384","2.95881383838428","0.788058217587424","21.521308608",
"5/1/1979","35","1.09280002117157","1799","21.361","10.356","2.9182435992","2.81371873178737","0.768409263865853","25.44080436",
"5/2/1979","35","1.09280002117157","1799","20.923","9.58800000000002","6.5196976248","2.47100689165564","0.835975649087921","17.845933032",
"5/3/1979","35","1.09280002117157","1799","22.779","11.523","0.3261565584","2.37439718298895","0.776051442410585","18.149174748",
"5/4/1979","35","1.09280002117157","1799","21.643","9.01499999999999","0.00686646","2.0346707565174","0.77332881524449","19.354389912",
"5/5/1979","35","1.09280002117157","1799","21.578","9.26499999999999","0","1.69910326845007","0.785581850899713","18.962775432",
"5/6/1979","35","1.09280002117157","1799","20.404","12.686","1.0437012864","1.48658036175785","0.790368584777802","14.963509368",
"5/7/1979","35","1.09280002117157","1799","19.637","8.79500000000002","4.964446692","1.08042044394149","0.855889065112253","13.74446556",
"5/8/1979","35","1.09280002117157","1799","21.213","11.34","19.284437736","0.993716058658219","0.863452836440914","23.041296",
"5/9/1979","35","1.09280002117157","1799","19.006","14.152","38.4075144","1.06681841065316","0.92780073082876","8.271559656",
"5/10/1979","35","1.09280002117157","1799","16.792","13.236","16.888045104","1.17999127888369","0.948918220360079","4.63657788",
"5/11/1979","35","1.09280002117157","1799","19.872","10.242","10.0044224928","1.6920241879957","0.878221460484379","18.69524982",
"5/12/1979","35","1.09280002117157","1799","18.804","10.657","9.815606172","1.61958181214413","0.889063135904868","13.15237662",
"5/13/1979","35","1.09280002117157","1799","19.587","8.62799999999999","13.156129584","1.23200215845827","0.903468652889135","19.482522192",
"5/14/1979","35","1.09280002117157","1799","19.603","12.854","14.498521956","1.65150861596992","0.882515875426412","22.13752176",
"5/15/1979","35","1.09280002117157","1799","21.679","11.281","2.5852194","2.71502277007972","0.790290976431201","28.197279648",
"5/16/1979","35","1.09280002117157","1799","22.49","8.49000000000001","0","2.36326700984321","0.716848079968108","27.525316032",
"5/17/1979","35","1.09280002117157","1799","21.716","8.24900000000002","0","2.77115584763648","0.728185469159701","28.491515208",
"5/18/1979","35","1.09280002117157","1799","21.881","7.63400000000001","0","2.34509584726661","0.721584064178079","27.46873746",
"5/19/1979","35","1.09280002117157","1799","22.039","6.875","2.2590612","2.19102740946367","0.776688028651466","25.387593768",
"5/20/1979","35","1.09280002117157","1799","21.979","9.40199999999999","1.0437008256","2.10184680667372","0.79366530920207","21.803456952",
"5/21/1979","35","1.09280002117157","1799","21.687","10.767","4.2778026","1.734793633968","0.837222354947089","19.27895382",
"5/22/1979","35","1.09280002117157","1799","22.752","9.94799999999998","0","1.67487028181018","0.788383564723499","27.814669632",
"5/23/1979","35","1.09280002117157","1799","20.748","8.97699999999998","13.5166248","1.34957251870464","0.83701208312341","19.67579946",
"5/24/1979","35","1.09280002117157","1799","20.926","10.723","2.166365556","1.74645393568769","0.828607970368081","19.9555299",
"5/25/1979","35","1.09280002117157","1799","21.404","10.958","0.06179814","1.9552280113952","0.790878833539113","23.12291106",
"5/26/1979","35","1.09280002117157","1799","22.234","9.09899999999999","0.054931644","1.72865485676255","0.729051652862731","26.546903568",
"5/27/1979","35","1.09280002117157","1799","21.958","8.75900000000001","2.214429804","1.9228948406733","0.784206434393605","22.517042112",
"5/28/1979","35","1.09280002117157","1799","21.668","9.48200000000003","3.3096312","2.01434415988457","0.790250204276983","21.0143898",
"5/29/1979","35","1.09280002117157","1799","22.007","9.70600000000002","7.9994178","1.63886864536583","0.845960665870074","21.4082388",
"5/30/1979","35","1.09280002117157","1799","20.728","9.471","4.14390888","1.82863369633927","0.832476769835529","24.00125274",
"5/31/1979","35","1.09280002117157","1799","21.688","8.49200000000002","10.141752564","1.49200999192549","0.818241827033948","19.959745752",
"6/1/1979","35","1.09280002117157","1799","21.525","9.84699999999998","6.511121712","1.52802546357602","0.81130789423997","27.594505872",
"6/2/1979","35","1.09280002117157","1799","22.798","8.43099999999998","6.46648812","1.04690036956978","0.817004709441824","24.2032014",
"6/3/1979","35","1.09280002117157","1799","22.152","12.633","1.524351492","1.65825257924537","0.793826224406739","24.4285902",
"6/4/1979","35","1.09280002117157","1799","20.924","9.61000000000001","1.902007404","1.14320984664885","0.849939191542273","16.489856232",
"6/5/1979","35","1.09280002117157","1799","20.861","6.84800000000001","0","2.06571749310651","0.771903039264696","21.655740672",
"6/6/1979","35","1.09280002117157","1799","20.037","8.339","11.87038404","1.4035806692503","0.85097333468969","18.57645036",
"6/7/1979","35","1.09280002117157","1799","20.096","13.153","14.18265864","1.21786172359756","0.877219533783848","23.582808072",
"6/8/1979","35","1.09280002117157","1799","20.585","9.827","10.390662324","1.11673412140595","0.859622813490364","22.515129",
"6/9/1979","35","1.09280002117157","1799","19.494","10.537","17.30689704","1.32412816409616","0.892281637793212","20.674744488",
"6/10/1979","35","1.09280002117157","1799","22.088","7.291","9.15126768","1.30586549942595","0.840586174505064","24.024089808",
"6/11/1979","35","1.09280002117157","1799","22.388","8.69200000000001","2.305414188","1.59041472755972","0.773528080923437","23.445839808",
"6/12/1979","35","1.09280002117157","1799","17.3","11.588","5.6064622104","0.754838777733808","0.918233987373119","6.184347858",
"6/13/1979","35","1.09280002117157","1799","14.698","8.36099999999999","13.849645896","1.22509508035729","0.955687732876932","3.723467922",
"6/14/1979","35","1.09280002117157","1799","17.756","12.359","15.416907372","1.4031833854309","0.931282309924086","13.087628568",
"6/15/1979","35","1.09280002117157","1799","17.527","9.49200000000002","8.232876","1.42753282224496","0.919909550088855","8.051233842",
"6/16/1979","35","1.09280002117157","1799","20.303","7.70699999999999","0.5493163248","1.473317482135","0.833577520683032","20.96785971",
"6/17/1979","35","1.09280002117157","1799","16.978","11.935","7.41748644","0.978702343642177","0.93849560446521","6.178044852",
"6/18/1979","35","1.09280002117157","1799","15.145","9.37900000000002","6.299969904","0.911973029766782","0.956037405694679","3.727743336",
"6/19/1979","35","1.09280002117157","1799","20.845","9.238","3.960228312","0.72830381568441","0.881462356074109","13.26369474",
"6/20/1979","35","1.09280002117157","1799","18.158","13.2","7.642360476","1.09085105024348","0.915491358567567","11.105724168",
"6/21/1979","35","1.09280002117157","1799","18.044","13.567","9.1152187344","1.07932932604004","0.905660735676668","8.981038008",
"6/22/1979","35","1.09280002117157","1799","18.691","13.632","12.02659668","1.2643571419331","0.944067449211961","9.641534058",
"6/23/1979","35","1.09280002117157","1799","17.588","13.525","7.917887844","1.16642246467468","0.936294325201669","7.49604933",
"6/24/1979","35","1.09280002117157","1799","18.228","12.224","7.7290506648","1.26071314854519","0.913315263188611","13.23769896",
"6/25/1979","35","1.09280002117157","1799","18.697","10.139","13.903716744","1.12566509926965","0.904578148955468","16.2853857",
"6/26/1979","35","1.09280002117157","1799","21.058","12.811","9.278299944","1.39850715304577","0.854106086924258","25.4392308",
"6/27/1979","35","1.09280002117157","1799","18.567","13.013","12.460909392","1.44727242923849","0.930267530085762","17.9080902",
"6/28/1979","35","1.09280002117157","1799","23.242","12.861","13.1458305384","1.15737757400987","0.863372412207474","11.06600427",
"6/29/1979","35","1.09280002117157","1799","16.231","11.353","8.50925412","0.790080805604974","0.930985798114012","4.13961246",
"6/30/1979","35","1.09280002117157","1799","15.115","13.601","14.023019988","0.924015302447253","0.964807051037231","2.72508651",
"7/1/1979","35","1.09280002117157","1799","19.81","13.132","12.5673228","1.10537211436799","0.902013968680105","16.73217774",
"7/2/1979","35","1.09280002117157","1799","15.861","13.497","16.16706648","0.94984460218106","0.938792226254686","3.929452848",
"7/3/1979","35","1.09280002117157","1799","19.386","13.13","11.717610264","1.13846393325725","0.886701468934945","6.625745802",
"7/4/1979","35","1.09280002117157","1799","16.38","12.704","9.6525216","0.801700815566059","0.954137593668015","7.05003957",
"7/5/1979","35","1.09280002117157","1799","18.976","11.639","11.1648636","1.15302898543543","0.928009991480242","12.44446794",
"7/6/1979","35","1.09280002117157","1799","18.065","12.643","7.54452252","1.26654201678793","0.888295930902343","18.72983979",
"7/7/1979","35","1.09280002117157","1799","21.093","11.111","4.55933052","1.22907276712012","0.826549996312516","26.91146178",
"7/8/1979","35","1.09280002117157","1799","19.829","13.287","16.0520598","0.68018728855981","0.910636681419368","15.09390252",
"7/9/1979","35","1.09280002117157","1799","19.248","12.856","35.59141872","1.11871194619956","0.922869283402419","15.26832585",
"7/10/1979","35","1.09280002117157","1799","16.954","12.722","18.13430664","1.0283368739829","0.948623799386972","5.86400715",
"7/11/1979","35","1.09280002117157","1799","19.642","12.933","33.77781396","0.818088166567411","0.942619422965479","12.18566025",
"7/12/1979","35","1.09280002117157","1799","14.909","12.771","17.578125","0.998648215497274","0.965675283205642","3.895427466",
"7/13/1979","35","1.09280002117157","1799","18.349","12.741","8.275794372","0.978469469745279","0.900650042307059","12.44215908",
"7/14/1979","35","1.09280002117157","1799","20.517","8.72699999999998","3.388595436","1.3792575953233","0.82870349380307","19.28329128",
"7/15/1979","35","1.09280002117157","1799","20.895","10.627","9.1289537928","0.785973235151028","0.86819360731618","22.7180268",
"7/16/1979","35","1.09280002117157","1799","18.962","11.427","13.303750536","1.31731476759056","0.889476383938706","19.10864025",
"7/17/1979","35","1.09280002117157","1799","17.075","8.15899999999999","12.2085522","1.15834424181972","0.91317969786735","9.33085665",
"7/18/1979","35","1.09280002117157","1799","22.258","5.23599999999999","3.584289636","1.09469821590077","0.809506475122398","20.30996421",
"7/19/1979","35","1.09280002117157","1799","18.423","9.404","6.64672806","1.23259939279461","0.869349979294355","9.65390661",
"7/20/1979","35","1.09280002117157","1799","21.244","6.25","0.145912248","1.60917214585342","0.806587622514329","23.94073269",
"7/21/1979","35","1.09280002117157","1799","23.498","7.42000000000002","1.26171054","1.02422732851207","0.754936323887415","27.99078912",
"7/22/1979","35","1.09280002117157","1799","21.653","6.49200000000002","3.3044814","0.89068416546379","0.795439864907239","27.25463898",
"7/23/1979","35","1.09280002117157","1799","20.055","7.75999999999999","8.4079692","1.18062767709826","0.852925676892008","18.39313008",
"7/24/1979","35","1.09280002117157","1799","21.053","7.96199999999999","6.7703197464","1.49453490718494","0.85013121438223","19.01272374",
"7/25/1979","35","1.09280002117157","1799","19.235","11.184","6.8870528856","1.01275705483436","0.8901636744457","15.9612165",
"7/26/1979","35","1.09280002117157","1799","17.945","12.812","22.79662596","0.954059019881624","0.948939130928741","6.332849568",
"7/27/1979","35","1.09280002117157","1799","15.627","11.329","31.06388214","1.83727689064124","0.960888386980074","4.991738778",
"7/28/1979","35","1.09280002117157","1799","16.354","7.79700000000003","7.812310032","1.19018048925447","0.913902753101695","6.28261641",
"7/29/1979","35","1.09280002117157","1799","18.705","12.041","17.851930884","1.26288411141903","0.911649562943606","15.45283305",
"7/30/1979","35","1.09280002117157","1799","19.439","12.178","10.36148472","1.10046665393523","0.907319893934832","8.486549442",
"7/31/1979","35","1.09280002117157","1799","18.205","12.73","17.45281242","1.1795819669562","0.922056014806803","7.271156862",
"8/1/1979","35","1.09280002117157","1799","19.018","12.589","10.1795312664","1.15497975497711","0.901695713223448","12.57654555",
"8/2/1979","35","1.09280002117157","1799","15.479","9.59899999999999","7.537649544","1.03495411671199","0.950938320201973","5.03578188",
"8/3/1979","35","1.09280002117157","1799","16.751","12.539","21.16070316","1.24811147121222","0.936080520924616","10.94658624",
"8/4/1979","35","1.09280002117157","1799","14.611","11.393","43.1590842","1.07497367268885","0.978745835054872","3.516920352",
"8/5/1979","35","1.09280002117157","1799","18.449","10.791","9.310910148","1.05864948291517","0.88764414305175","16.67947428",
"8/6/1979","35","1.09280002117157","1799","20.829","12.879","14.03846532","0.874121625619764","0.910782947659633","13.789913112",
"8/7/1979","35","1.09280002117157","1799","21.109","12.086","6.837275808","1.11677339045855","0.863430467334654","14.54456025",
"8/8/1979","35","1.09280002117157","1799","16.928","13.306","4.186821312","1.49915621013068","0.943843222475403","5.714771472",
"8/9/1979","35","1.09280002117157","1799","18.064","12.621","18.161776548","1.36846288523795","0.943914460484305","8.438396562",
"8/10/1979","35","1.09280002117157","1799","17.307","13.095","49.24451196","1.2524591714602","0.966871575622227","8.360947512",
"8/11/1979","35","1.09280002117157","1799","20.161","11.951","19.27414044","1.27878189346282","0.954483925624827","10.0845549",
"8/12/1979","35","1.09280002117157","1799","16.378","13.358","21.16928664","1.60466379720779","0.971982772587332","5.56233066",
"8/13/1979","35","1.09280002117157","1799","20.558","11.47","13.8573611928","1.50066248981416","0.908595171049379","18.85961124",
"8/14/1979","35","1.09280002117157","1799","17.081","12.859","21.57611724","1.84788757751574","0.961930698446365","7.359521742",
"8/15/1979","35","1.09280002117157","1799","14.62","12.576","6.903358092","1.67767435285738","0.976394408667382","2.675643732",
"8/16/1979","35","1.09280002117157","1799","16.638","12.701","10.33315668","1.18309242137","0.940898538576897","8.490429738",
"8/17/1979","35","1.09280002117157","1799","17.564","12.72","15.614322516","1.61036484925254","0.919568304033543","10.048889538",
"8/18/1979","35","1.09280002117157","1799","19.404","10.175","8.6259857832","1.52701101010186","0.880232057844145","16.67525346",
"8/19/1979","35","1.09280002117157","1799","20.301","11.3","5.518915416","2.00130715621173","0.874941510286732","13.471706322",
"8/20/1979","35","1.09280002117157","1799","22.102","9.60199999999998","0.1338957","1.82889284719762","0.773850205524692","27.51514335",
"8/21/1979","35","1.09280002117157","1799","21.472","7.75799999999998","2.364636312","1.56270569612967","0.766512436874758","22.25975094",
"8/22/1979","35","1.09280002117157","1799","21.673","8.32900000000001","1.397323908","1.80698398009221","0.769047209805022","20.82745476",
"8/23/1979","35","1.09280002117157","1799","24.672","7.58999999999998","2.5611837264","1.56705133705762","0.704505545847259","28.00018413",
"8/24/1979","35","1.09280002117157","1799","21.279","12.108","8.172798552","1.4671497009795","0.774638958214146","21.837823002",
"8/25/1979","35","1.09280002117157","1799","20.835","11.671","2.452182408","1.53979519413438","0.754527246114902","18.88436286",
